Port Number,Received Packets,Received Bytes,Sent Bytes,Sent Packets,Port alive Duration (S),Delta Port alive Duration (S),Connection Point,Packets Looked Up,Packets Matched,Label
3,98141,24195434,12642907,727,176,5,3,194915,194815,3
3,177294,102016021,92183072,286764,1677,5,3,655012,654886,0
3,173710,32528345,19001733,151564,915,5,3,643344,643228,0
3,3629,31820546,44412876,3762,2486,4,3,16472,16344,1
2,7309,132623077,225705937,421400,2967,5,2,1010958,1010823,0
2,185324,26750817,24000027,119832,1430,5,2,510827,510746,0
3,175426,70410972,25337436,151970,1270,5,3,647201,647077,0
2,188336,58474459,61952633,121934,2710,5,2,520183,520095,0
4,352151,46459549,91078442,215204,2637,5,4,669448,669311,0
1,1922,115511,19016728,2307,136,5,1,6124,6018,2
3,118459,17628282,51114930,316317,967,5,3,982931,982815,0
2,6695,126289424,200455138,420381,2637,5,2,1006923,1006788,0
2,1317,31547911,42439449,409086,1127,5,2,645701,645577,0
1,365,6322247,12317,94,86,5,1,904,809,3
3,421,6332378,6358510,809,254,5,4,2756,2610,4
1,315891,82545609,57499208,316776,1637,5,1,992549,992425,0
2,531,6336502,17702,133,146,4,2,4082,3978,2
2,1204,31554264,20277374,141866,271,5,2,143475,143352,3
2,116,15523,15523,116,121,5,2,233,176,3
3,118164,17603110,38498269,315897,857,4,3,981011,980895,0
1,3311,63142200,98717944,248594,1880,5,1,655107,654983,0
1,468,32234,42395202,408497,1047,4,1,644938,644815,0
3,173320,19916666,11927001,282912,857,5,3,641915,641797,0
2,637,6344090,25210153,949,151,5,2,1594,1534,2
1,4588,100978744,118263122,413126,2187,5,1,662820,662689,0
4,309,6321616,25164,235,151,5,4,4030,3926,2
3,2178,25391705,38016667,2784,1701,5,4,12885,12671,4
1,316639,101471398,70159087,317671,1977,4,1,996832,996708,0
4,348773,14683302,12802926,154091,775,5,4,641270,641154,0
1,6158,126252255,159175458,252108,3040,5,1,668748,668613,0
1,4697,88403229,136622497,250464,2460,5,1,662355,662220,0
3,125,16678,6402903,2357,131,5,4,3221,3115,2
1,184592,133915393,12810292,300838,3000,4,2,969278,969134,0
1,145415,33034511,31795194,143998,266,5,1,289626,289555,3
4,351994,41989254,91064492,215049,2567,5,4,668842,668706,0
2,1677,31572888,44336282,3065,1866,5,2,12884,12764,1
3,387,6332030,49393984,214900,261,4,3,430029,429920,3
2,187583,45827572,49322261,121418,2450,5,2,518434,518346,0
2,526,12631271,19145588,4517,221,5,2,6131,6025,2
3,5771,94913118,63420172,5259,3297,5,4,25871,25642,4
2,3217,75718659,73528034,248185,1970,5,2,656434,656306,0
1,313232,13156740,13207498,313720,707,5,2,978891,978775,0
3,4584,50759678,88549882,5152,2466,5,3,17874,17738,1
1,2908,75668148,44442136,4204,2497,4,1,17881,17746,1
1,3747,82046511,99302091,412068,1887,5,1,657541,657414,0
1,226,6307234,95182,785,903,5,1,2916,2795,2
1,2028,56762630,35373623,239675,1760,5,1,512518,512437,0
2,3688,69459551,118362423,416546,1767,5,2,994679,994555,0
1,111,14903,14675,107,116,5,1,1346,1237,2
1,2086,50475419,38085869,3417,2232,5,1,7000,6917,1
1,2271,37904924,79750970,247441,1590,5,1,651400,651276,0
3,64500,22375079,14235,105,111,4,3,65257,65161,3
2,1064,25238954,29270867,245556,1175,4,2,646460,646336,0
1,4435,88355751,113255523,6208,2306,5,1,12178,12096,1
4,5924,101171888,101172396,5913,2242,5,4,15264,15134,1
3,177827,114640468,104421705,287401,1787,5,3,656670,656544,0
4,350482,21144135,59461612,213401,1877,4,4,657523,657396,0
1,1310,37839123,12824492,2264,1877,5,1,4838,4758,1
1,3703,88328458,76027438,5657,3197,5,2,12865,12695,4
2,5405,119909364,130382697,251044,2720,4,2,665411,665276,0
1,2731,150047,6535180,3451,973,5,1,8723,8602,2
2,852,99182,12721149,1411,907,5,2,3787,3663,1
3,178944,139885982,56945935,153767,1870,5,3,655089,654965,0
3,93,12597,14785542,41077,91,5,4,41349,41240,3
3,227,23358,12622273,458,126,5,3,934,836,2
3,117787,11280657,32169092,315427,737,5,3,979518,979402,0
1,3721,69461799,111341512,249119,1980,4,1,656452,656324,0
2,304,6312496,6321387,362,66,5,2,1110,1024,2
2,3609,82037082,92994494,411836,1877,4,2,657523,657396,0
2,5682,126219886,136704007,251397,2840,5,2,667041,666906,0
1,658,18918830,6373925,895,464,5,2,3663,3507,4
1,564,64845,53984,401,582,5,2,2685,2558,1
3,178756,133580609,56943975,153753,1850,5,3,654768,654644,0
1,246,6312979,16827,178,61,5,1,559,469,2
2,4549,57065870,82277634,5219,2967,5,3,13091,12928,4
1,6862,138883843,187715597,416194,2947,5,1,675213,675076,0
1,13,1086,18270,140,146,5,1,10341,10248,2
3,754,18935097,40632,464,146,5,3,6143,6049,2
2,10,856,9060,67,56,5,2,1016,935,2
2,2239,56777117,55087196,409951,1247,5,2,648424,648298,0
3,180599,158904593,195023328,291172,2507,4,3,668350,668214,0
1,583,12622230,12661965,892,394,4,2,1849,1732,4
3,180514,171469906,75893138,154549,2270,5,3,659399,659264,0
3,117969,11297056,38488352,315773,827,5,3,980403,980287,0
2,96493,17813897,24195644,98146,176,5,2,194915,194815,3
4,349336,14758741,57081137,157013,1600,4,4,651424,651300,0
2,5679,107345042,171257043,419091,2387,4,2,1001924,1001790,0
1,168,22664,22664,168,201,4,1,3654,3550,2
2,185,6304328,22655,230,106,5,2,97994,97901,3
3,104,13773,13673,97,106,5,3,900,810,2
3,153,21452,6332418,440,191,5,3,1012,900,2
1,157,21232,21064,153,186,5,1,169939,169839,3
2,3100,75710657,74046989,410994,1547,4,2,653079,652953,0
2,2852,25492017,107503976,6094,2856,5,2,17683,17549,1
2,2302,50489882,60863558,247190,1680,5,2,652156,652032,0
3,183404,209446304,107497815,156265,2910,5,3,667459,667324,0
1,4675,119859083,85966422,242824,2720,5,1,520283,520195,0
3,172,15197,11207,115,66,5,4,731,635,1
2,40968,8514642,8158693,34345,106,5,2,82726,82626,3
1,674,88536,19053454,1989,921,5,1,7768,7644,1
1,940,57059,10589,79,71,5,1,1333,1225,2
4,305739,25586808,144548359,288021,2457,5,4,1003727,1003593,0
1,3153,68898213,79559305,241451,2260,4,1,516461,516373,0
1,2271,37904924,79747610,247417,1550,5,1,650760,650636,0
2,1566,31562438,38041473,2975,1982,5,3,12880,12665,4
1,1245,18959946,51187238,246007,1095,5,1,645426,645302,0
2,187,6304464,26232,254,151,5,2,5935,5840,2
3,181691,196726233,88541980,155367,2480,5,3,662890,662755,0
2,288209,150853731,25589032,305755,2480,5,4,964378,964234,0
3,183221,209428821,101184654,156022,2800,4,3,666963,666828,0
3,21763,13771002,6321079,357,66,5,3,43826,43736,3
2,1800,44163942,41928433,246435,1490,5,2,650182,650058,0
3,122705,93484763,89167046,319751,2437,5,3,1003429,1003295,0
2,3591,50640868,19051297,1665,1346,5,2,10907,10776,1
4,303968,19096839,18096512,280083,757,5,4,979858,979742,0
3,179581,139948967,153479433,289520,2257,4,3,664552,664417,0
1,63,8564,30302,466,51,5,1,806,717,2
2,996,18943182,25345866,1862,1131,5,2,7369,7251,1
2,6367,164015628,119568300,414552,2767,5,2,671495,671358,0
2,76,10107,43123,688,66,5,2,2316,2217,2
3,177439,106353055,94025491,286843,1717,4,3,655394,655268,0
1,691,12630491,18953400,956,251,5,1,263869,263761,3
2,1960,50463152,31766678,3165,2082,5,3,13335,13119,4
1,400,12610734,77254,709,611,5,1,3470,3358,1
1,189,6304656,22358,223,111,5,1,3730,3637,2
2,2027,276222,31813424,3219,3006,5,4,17382,17143,4
4,350765,27462786,72090699,213960,2047,5,4,660140,660012,0
1,317278,107806701,95412382,318710,2317,5,1,1001268,1001134,0
3,180,23944,23944,180,211,5,4,4099,3994,2
4,305202,25519393,106566424,285071,1797,4,4,995139,995015,0
3,176886,101979226,44291263,152968,1505,5,3,650508,650384,0
2,285888,112928356,25555012,305512,2110,5,4,960594,960455,0
2,2611,6447345,12625238,488,151,5,2,3337,3232,2
4,314,6322192,6548000,4464,161,4,4,10470,10371,2
3,1088,12690717,12682238,968,732,5,3,3792,3682,1
2,1411,37845739,29296285,245848,1295,4,2,647540,647416,0
4,304204,19120430,30734171,280772,927,5,4,982287,982171,0
3,13093,265268250,31871822,3957,3217,5,4,31615,31371,4
2,187907,50835216,55634646,121656,2550,5,2,518995,518907,0
2,396,37897,12628998,513,191,5,2,1476,1416,2
2,439,44873,12637235,576,276,5,2,1020,946,3
2,185138,26732568,23988981,119751,1310,5,2,510562,510481,0
4,352133,46457047,91071254,215122,2607,4,4,669211,669075,0
3,123753,106158772,127040890,321292,2857,5,3,1009010,1008875,0
4,304640,19162836,68207560,282304,1207,5,4,985980,985857,0
1,90704,11209748,21106,154,186,4,1,91160,91061,3
3,142,18568,6458763,2820,151,5,4,3577,3461,2
2,50,3692,21788,204,154,5,3,1053,905,4
3,179242,130351375,138214583,288729,2137,5,3,661999,661868,0
4,1773,19045299,6414099,1042,1121,5,5,7400,7208,4
2,111779,18624349,6057241,111836,226,5,2,224875,224772,3
3,175558,70421879,25341076,151996,1310,5,3,647558,647434,0
1,228,23761,16678,127,131,5,1,696,599,2
1,2047,37889272,72683741,410280,1477,5,1,652270,652144,0
1,2050,44177662,44336981,3193,1772,5,2,6491,6336,4
3,123695,106150710,127032828,321234,2767,4,3,1008269,1008134,0
1,4044,100941295,79614466,242139,2430,4,1,518326,518238,0
1,3347,75727934,69680642,5080,2746,5,1,11540,11458,1
1,4675,119859083,85972862,242870,2790,5,1,520549,520461,0
3,182694,203111218,239229985,293265,2997,4,3,675907,675770,0
2,1068,12696138,12704617,1188,887,5,2,3272,3201,1
3,221,22478,12621589,457,116,5,3,1059,952,2
1,11,926,14619,108,116,4,1,5149,5059,2
2,162,21474,21400,161,186,5,4,4611,4509,2
1,3285,69431837,92970932,411577,1757,5,1,656040,655914,0
2,5003,132464664,93078888,412869,2167,5,2,662493,662362,0
1,4141,107232188,69747538,5848,3187,5,2,23638,23407,4
2,187621,45831245,49323941,121430,2470,4,2,518486,518398,0
4,350101,21099492,46779215,212228,1467,5,4,651961,651835,0
1,12,1016,9536,70,61,5,1,311,262,3
3,454,45635,6333662,403,276,5,3,1969,1857,3
4,349149,14719659,27807011,211142,957,5,4,643607,643488,0
4,2706,38006028,6457910,1375,1556,5,4,10542,10414,1
2,185761,26795375,36643661,120503,1750,5,2,512330,512249,0
3,368,6321918,17450,180,66,5,3,38670,38571,3
1,178091,13836174,12623156,299485,930,5,2,949617,949493,0
4,349872,14833192,76088669,158395,2420,5,4,661710,661575,0
2,509,12618150,6381098,896,632,5,2,3792,3673,1
1,740,6357025,37881714,1712,286,5,1,3220,3107,3
1,180588,58084695,12696449,300020,1740,5,2,957562,957430,0
3,60,8135,8199,60,46,5,3,33682,33595,3
4,349936,14842088,76097909,158461,2520,5,4,663025,662890,0
1,314416,44695155,32187135,315025,1067,4,1,984257,984135,0
1,178732,20188969,12657597,299737,1310,4,2,953331,953199,0
4,303975,19097715,18097666,280092,767,5,4,979879,979763,0
4,350150,14871834,101349328,159486,2850,5,4,667059,666924,0
3,118171,17603986,38499103,315903,867,5,3,981055,980939,0
1,183186,102347794,12783604,300646,2700,5,2,965866,965722,0
1,2990,67970025,63263334,4240,1906,5,1,13782,13662,1
4,304324,19136329,49674752,281623,1097,5,4,984641,984519,0
4,349385,14744143,33871395,211536,1137,4,4,645959,645834,0
1,182198,83118971,12736282,300308,2180,5,2,961211,961072,0
4,2467,12888586,31830452,3489,2987,5,5,22826,22601,4
1,3871,94637934,79598455,241966,2340,5,1,517750,517662,0
1,5964,126239134,149314581,251751,2910,5,1,667459,667324,0
1,151,19654,187556,3139,166,5,1,5133,5028,2
1,4588,100978744,118261162,413112,2167,5,1,662493,662362,0
1,306,6312587,6325885,395,116,5,1,808,750,2
3,172823,13584978,11914037,282818,717,5,3,640653,640535,0
3,1172,25274348,88715,885,591,5,3,4306,4195,1
1,4622,118020286,85963259,242787,2710,5,1,520183,520095,0
1,5003,103497604,137191239,413803,2337,5,1,665841,665706,0
2,1401,25259878,38009311,2696,1692,5,3,10714,10502,4
3,178418,120981995,125590708,288226,1997,5,3,659190,659062,0
3,3255,44341289,25444497,2909,1761,5,4,16204,15988,4
3,3740,19097066,12608348,682,131,5,3,7507,7411,2
2,11,926,10081,75,66,5,2,2009,1916,2
2,5682,126219886,136703167,251391,2830,5,2,667017,666882,0
3,120288,47924763,70110030,317720,1507,5,3,991364,991240,0
1,315717,76242183,57482779,316602,1537,5,1,991793,991669,0
1,4293,82084028,123987202,249849,2240,4,1,659053,658918,0
1,316639,101471398,70159921,317677,1987,5,1,996857,996732,0
2,475,12615685,6335575,525,136,5,2,142951,142852,3
4,304916,25480027,74963496,283241,1357,5,4,988892,988768,0
3,511,6333488,14245,106,111,5,3,2688,2581,2
3,118157,17602234,38497157,315889,847,5,3,980729,980613,0
1,1007,12652258,48155429,245784,1055,5,1,644771,644648,0
2,2990,75703100,67737336,410775,1477,4,2,652270,652144,0
2,129,9011,6319749,296,131,5,2,1526,1430,2
3,177433,114606075,44311354,153167,1645,5,3,651803,651679,0
1,2449,6438361,33003,354,146,5,1,5163,5059,2
3,3525,56955434,19113826,2192,1946,5,3,10716,10582,1
4,349694,14771605,40451162,211821,1277,5,4,649357,649231,0
2,188646,64796926,61971673,122070,2920,5,2,521588,521500,0
3,372,6322306,10867,81,76,5,3,1409,1315,2
1,3349,75727653,79572692,241616,2300,5,1,516850,516762,0
2,491,6341815,54539,553,356,5,2,1908,1798,1
3,119900,42914861,63796442,317434,1447,4,3,990380,990256,0
2,3217,75718659,73531674,248211,2010,5,2,656620,656492,0
1,517,6327138,29216708,244992,835,4,1,642713,642597,0
1,315333,69924326,44861849,316096,1467,4,1,990497,990373,0
1,180845,64399751,12708125,300104,1870,5,2,958862,958730,0
1,2046,110784,127816,2169,146,5,1,6143,6049,2
1,3484,69445559,98726900,248714,1895,5,1,655426,655302,0
2,483,6337543,12640695,651,241,5,2,1426,1367,2
1,4957,101068755,144797,1072,1552,5,3,9107,8886,4
2,186994,39487560,36699101,120953,2270,5,2,516768,516680,0
1,1516,31574083,18958765,1039,236,5,1,2964,2852,3
1,960,25232133,12717875,1396,857,5,1,2961,2887,1
4,7763,126491282,113814896,6325,3066,5,5,25944,25716,4
4,350230,21111360,46785697,212275,1537,4,4,652824,652698,0
1,180897,64406979,12715423,300157,1950,4,2,959071,958938,0
4,1957,6379976,14403,108,111,5,5,7449,7357,2
3,2295,31686311,6500431,2004,1546,4,3,10189,10069,1
1,7475,151618996,94944756,6734,2617,5,2,24721,24482,4
3,980,25245074,12646482,753,216,4,3,2186,2082,3
1,182447,89694505,12744962,300368,2270,5,2,962272,962129,0
1,2860,63111567,63257134,4153,1896,5,1,13553,13433,1
3,122725,93487543,89169826,319771,2467,5,3,1004026,1003892,0
2,140845,20215127,32481857,134799,286,5,2,284308,284193,3
3,1361,12669919,77877,1230,106,5,3,4354,4266,2
1,316640,101471468,70161867,317691,2007,5,1,996895,996768,0
2,803,43670,53937,875,76,5,2,2104,2019,2
3,101,13521,18938989,845,101,4,4,2288,2197,2
1,237,25089,17854,132,146,5,1,966,867,2
1,177930,13822549,12617554,299444,870,5,2,949046,948922,0
2,6097,159016482,112072598,414230,2717,4,2,670532,670395,0
4,269,6316216,12919,96,96,5,5,590,504,3
3,175492,70416078,25338836,151980,1285,4,3,647522,647398,0
1,1854,50459186,35341358,239385,1490,5,1,511477,511396,0
2,948,25231025,22954450,245288,1035,5,2,644735,644612,0
2,5405,119909364,130381857,251038,2710,4,2,665393,665258,0
4,306579,38253748,182490169,290448,3037,5,4,1012220,1012085,0
4,348823,14689670,19128382,154543,845,5,4,642740,642624,0
3,4229,44476656,88661458,6365,3266,5,4,26543,26311,4
1,162,22056,22386,166,196,5,1,100478,100364,3
2,287204,138194987,25575410,305657,2330,5,4,962788,962645,0
1,1572,12770545,160493,1161,1772,5,2,8145,8022,1
1,1212,31541053,19023721,1659,782,5,1,5814,5699,1
4,50,6854,7132,52,36,4,4,163,84,3
2,6204,145130166,136740710,251832,2990,5,2,668190,668055,0
2,489,6337570,26100,199,236,5,2,260495,260379,3
3,118479,17630868,51117710,316337,997,5,3,983031,982915,0
3,653,85576,6395650,898,917,5,3,7475,7359,1
2,6804,126296915,206762947,420586,2687,5,2,1007375,1007240,0
3,4169,50707510,181287,1342,1956,5,4,11280,11153,1
4,348841,14693844,27796595,211062,847,4,4,641895,641777,0
4,351573,40111507,91029624,214743,2267,5,4,664849,664714,0
3,206,27332,18952145,942,246,5,4,263751,263649,3
2,2902,56822566,93112393,415486,1517,5,2,991478,991354,0
2,1116,31533940,29999714,412961,977,5,2,982992,982876,0
2,186498,39440485,36673836,120774,2000,5,2,513793,513711,0
1,2610,25442554,195214,1418,2126,5,1,12076,11935,1
2,188670,64800286,61975033,122094,2960,4,2,521640,521552,0
2,982,12684184,12692663,1102,752,5,2,2526,2455,1
1,1616,25276946,67672969,409888,1407,4,1,650801,650675,0
3,119738,42900077,63789214,317382,1367,5,3,988987,988863,0
2,1317,31547911,42434969,409054,1077,4,2,645309,645186,0
1,187,6304481,20939,214,96,5,1,879,793,2
3,1947,19047616,82698,632,856,5,4,4909,4791,1
2,361,6321757,6322944,379,76,4,2,1009,907,3
2,3956,94643870,93019143,412122,1987,5,2,658956,658828,0
3,5383,81480461,218438,1610,2366,4,4,14321,14188,1
1,316852,101486054,82781469,318131,2147,4,1,998294,998164,0
2,5938,157694756,105755375,413935,2597,5,2,669087,668951,0
3,121738,74528435,82810504,319028,2107,5,3,997649,997519,0
4,305578,25564526,119248768,286239,2207,5,4,999287,999154,0
3,568,12629231,6396977,1746,116,4,3,2698,2594,2
4,2155,31658442,118012,940,1151,5,4,7489,7361,1
1,2879,63112474,73244784,241138,2220,4,1,515723,515635,0
1,5378,145073287,86021420,243451,2980,5,1,521955,521867,0
4,350078,14861826,88732394,159066,2740,5,4,665906,665771,0
4,3605,56924825,69502651,3527,1282,5,5,10603,10401,4
3,181273,172725405,207683881,292127,2767,5,3,671495,671358,0
1,314604,50999815,32201781,315187,1137,5,1,985022,984899,0
2,535,18911322,17189525,408024,887,5,2,642097,641979,0
3,180740,177780580,75908635,154721,2350,5,3,660716,660581,0
2,5682,126219886,136706527,251415,2870,5,2,667095,666960,0
4,4016,63274657,31734057,2754,1951,5,5,14451,14236,4
2,185318,26749977,23999187,119826,1420,5,2,510815,510734,0
4,349572,14762234,40449482,211809,1257,4,4,648762,648636,0
3,769,6353567,18929525,662,166,5,3,7234,7129,2
1,650,18919170,6347258,653,196,5,1,2208,2108,3
4,348765,14682190,12801806,154083,765,5,4,641252,641136,0
2,535,18911322,17186963,408005,857,5,2,641915,641797,0
4,349796,14822628,76078029,158319,2300,4,4,660001,659866,0
3,180880,177791431,75911155,154739,2380,5,3,661065,660930,0
2,983,25244354,18940572,803,201,4,2,2094,1984,3
1,6092,126247879,155628860,252002,3030,4,1,668569,668434,0
1,182929,96032738,12771928,300562,2570,5,2,965085,964941,0
1,118603,6407839,19024834,118925,226,5,1,239310,239208,3
1,935,25230190,22661659,238288,1020,4,1,508866,508789,0
1,935,25230190,22663626,238303,1040,5,1,508897,508817,0
1,6984,145269790,193526,1423,2092,5,3,12464,12232,4
3,3192,31790800,12856711,2327,2517,5,3,12791,12666,1
2,5512,107333703,162583305,418802,2317,5,2,1001268,1001134,0
4,305569,25562838,119247358,286232,2197,5,4,999260,999130,0
4,348650,14676486,15173242,210537,747,5,4,640717,640599,0
1,10,856,7248,53,36,5,1,165,81,2
2,6695,126289424,200454304,420375,2627,5,2,1006665,1006530,0
2,114,15421,15217,110,121,5,2,521,467,2
2,214,28116,27563,197,256,5,2,2441,2330,3
3,2034,6413104,6391552,2159,121,5,3,4495,4391,2
1,188,6304547,16497,183,46,5,1,489,403,2
3,120029,42924962,63799264,317455,1477,4,3,990748,990624,0
1,4028,88357312,105620042,412399,1967,5,1,658538,658411,0
1,3985,50720042,63280563,4094,2506,5,1,12454,12314,1
2,185587,26779770,36636339,120450,1670,5,2,512105,512024,0
2,1380,6425494,37911983,1807,877,5,2,5249,5132,1
1,471,12615415,6335371,520,136,5,1,60912,60854,3
2,4948,107295022,124047454,250527,2540,4,2,663067,662932,0
1,316293,88864677,70124435,317312,1757,5,1,994489,994365,0
3,3585,44387168,57031766,4491,2271,5,4,20364,20140,4
1,1393,37844601,28999442,238823,1230,5,1,510002,509921,0
1,6071,126246544,162467699,415142,2737,5,1,671073,670936,0
2,548,18912052,17363637,412281,827,5,2,980403,980287,0
3,82,11103,10935,78,76,5,3,547,461,2
1,313341,13164207,19513789,313916,737,5,1,979518,979402,0
3,175080,64093324,37224893,284608,1197,5,3,647211,647086,0
2,3956,94643870,93021103,412136,2007,5,2,659510,659382,0
3,2302,6428628,17508,133,141,5,4,5122,5019,2
3,1059,31542079,61860,721,221,5,3,2570,2466,3
2,639,6362286,6385593,979,581,5,2,2777,2661,1
2,49,3622,18881,183,124,4,3,717,577,4
2,129,9019,6317976,285,106,5,2,901,816,2
2,3501,82029657,86682994,411605,1787,5,2,656670,656544,0
2,863,18942480,6337756,546,146,5,2,2039,1937,3
4,8060,132811478,113832408,6454,3256,5,5,26525,26293,4
1,190,6304713,10298697,244409,755,5,1,641231,641115,0
1,239,16570,29774097,408041,897,5,1,642400,642282,0
3,701,44305,44328,701,46,5,3,1774,1687,2
4,349609,14796425,76051644,158132,2020,4,4,656925,656797,0
2,2754,17702548,31717280,2609,1756,5,2,6992,6915,1
4,280,28603,12748156,2748,166,5,4,10870,10768,2
4,349749,14816192,76071547,158272,2230,5,4,658996,658861,0
4,351812,40133114,91043618,214874,2377,4,4,666807,666671,0
2,6741,126292480,201904124,420458,2677,4,2,1007139,1007004,0
4,350313,21120741,59414457,212888,1617,4,4,654327,654201,0
1,53,7562,8008,59,46,5,1,47064,46980,3
3,5047,50800029,107477131,5794,2656,5,3,19329,19193,1
4,305713,25583194,144533328,287831,2417,5,4,1002830,1002696,0
1,182415,89690057,12740472,300335,2220,5,2,961622,961479,0
4,350502,21146915,59464132,213419,1907,5,4,657729,657602,0
3,177631,120912838,44314714,153191,1680,5,3,652156,652032,0
2,1473,6381192,93053,1522,96,5,2,3145,3053,2
2,186,6304399,28921,276,176,5,2,1636,1538,2
1,4218,107244720,79628709,242292,2510,5,1,518813,518725,0
1,358,12607661,24356,290,56,5,1,1062,968,2
1,2405,56784372,50654563,3554,1792,4,2,8434,8275,4
2,469,12615285,6336442,531,146,5,2,5752,5657,2
4,352159,46460661,91079282,215210,2647,5,4,669568,669431,0
4,350476,21143301,59460492,213393,1867,5,4,657505,657378,0
1,314604,50999815,32209969,315248,1227,4,1,986165,986041,0
4,305026,25495123,93919726,284320,1527,4,4,991697,991573,0
2,77196,10476360,18972,144,156,5,2,78798,78699,3
4,350496,21146081,59463292,213413,1897,5,4,657565,657438,0
2,645,12638697,6335072,468,211,5,2,1440,1332,3
2,128,8951,6315333,264,81,5,2,845,753,2
4,2510,6438806,12919,96,96,5,5,5095,5009,2
1,222,6306714,31584,330,184,5,2,2022,1875,4
2,1503,25290229,25290385,1511,494,5,4,4475,4315,4
1,460,12621691,37476,439,116,5,1,1304,1213,2
1,2271,37904924,79739448,247358,1460,5,1,650125,650001,0
2,185250,26740653,23989863,119758,1320,5,2,510681,510600,0
1,1535,18979974,67088895,246530,1225,5,1,646562,646438,0
1,4187,82076738,117680844,249653,2210,5,1,658426,658292,0
3,2645,31720371,19148351,2804,1766,5,3,12571,12451,1
3,1401,19017895,25353429,2048,1082,5,4,8319,8153,4
1,184393,127608418,12806678,300812,2960,5,2,968839,968695,0
1,178152,13844362,12631414,299547,1020,5,2,950209,950084,0
4,351856,40139230,91053572,214971,2447,5,4,667783,667647,0
2,948,25231025,22963760,245355,1135,4,2,645807,645683,0
3,182981,209410492,94877636,155823,2760,5,3,666324,666189,0
2,468,12615233,6338279,554,151,5,2,229189,229086,3
1,3661,82034084,82256136,5250,2477,5,2,10617,10454,4
2,5652,151383622,99428349,413538,2417,5,2,667443,667307,0
2,2611,44264289,37969945,2567,1062,5,3,7862,7689,4
3,123637,106142648,120721339,321002,2677,4,3,1007139,1007004,0
2,5512,107333703,162580525,418782,2287,5,2,1000914,1000780,0
1,2594,75671796,31752209,3268,1612,5,2,11346,11132,4
2,4732,57084100,82289310,5303,3097,5,3,13525,13362,4
2,100,13799,13799,100,106,5,2,2082,1979,2
1,2360,44202447,80316559,410663,1567,5,1,653393,653267,0
1,322,35674,18959865,1048,256,5,1,3184,3069,3
4,350176,14875448,101352968,159512,2890,5,4,667137,667002,0
4,769,18935211,16520,124,136,5,4,2085,1995,2
2,3515,12794239,12790284,3468,166,4,2,7246,7134,2
2,5053,94719223,156253262,418313,2207,5,2,999287,999154,0
2,1745,31577681,50625984,3127,1706,5,2,11121,10992,1
2,691,12630515,18955748,969,276,5,2,3235,3133,3
1,314604,50999815,32203449,315199,1157,5,1,985285,985162,0
4,256,26573,12760858,2992,156,5,4,7418,7313,2
1,4028,88357312,105621722,412411,1987,5,1,658956,658828,0
2,4948,107295022,124044654,250507,2510,5,2,663007,662872,0
3,177443,114607465,44312754,153177,1660,5,3,651821,651697,0
1,180582,58083861,12695615,300014,1730,5,2,957424,957292,0
1,315891,82545609,57495552,316749,1597,4,1,992196,992072,0
3,447,12619883,20753,209,96,5,3,1458,1371,2
1,165,22538,22790,171,201,5,1,1408,1300,3
3,12837,265248612,31866540,3919,3157,5,4,30818,30574,4
1,4306,94667918,111940142,412747,2067,4,1,660720,660589,0
2,5530,151375273,93110358,413260,2257,4,2,664552,664417,0
2,292,6311707,6325257,393,106,5,2,5045,4957,2
1,229,6307504,48140,447,397,5,1,1389,1278,1
3,119232,36566819,51162013,316836,1217,4,3,986116,985992,0
1,4293,82084028,123986362,249843,2230,5,1,658996,658861,0
3,182523,203084095,94864101,155674,2690,5,3,665269,665134,0
3,178091,118462849,112963946,287682,1857,5,3,657357,657230,0
1,3057,81993956,44460322,4413,2647,5,2,18181,17955,4
1,325,6313512,6345135,576,304,5,2,2530,2374,4
3,183241,209431601,101187454,156042,2830,5,3,667017,666882,0
3,181998,196753657,88554580,155457,2620,5,3,663787,663652,0
1,183709,114971166,12792500,300710,2800,4,2,967228,967084,0
1,12,1016,15907,120,126,5,1,652,564,3
1,1995,31594468,73417345,246990,1345,4,1,648483,648359,0
1,4589,88395804,130311771,250238,2380,5,1,661065,660930,0
2,667,12641294,18952383,948,236,4,2,1616,1553,3
1,4804,88410587,142933203,250690,2540,4,1,663067,662932,0
2,1035,25237083,36117965,408732,1007,5,2,644038,643918,0
2,2447,19156846,82258987,5174,2506,5,2,15619,15485,1
3,1869,19075401,25403643,2407,1622,5,4,11448,11237,4
1,129,8987,6315316,263,81,5,1,470,406,2
1,481,12616096,16333828,237831,910,4,1,507701,507624,0
2,283049,68657593,25477483,304897,1330,5,4,953490,953358,0
1,177777,13809768,12613022,299410,820,4,2,948683,948559,0
1,2044,19100549,50638664,3202,1876,5,1,10552,10425,1
2,645,18918855,23495830,408220,917,5,2,642447,642328,0
2,461,12614784,6340167,557,186,5,2,1916,1822,3
4,2763,12749724,6329787,430,151,5,4,5590,5495,2
2,1002,12664936,18952799,949,251,5,2,2325,2216,2
3,252,26373,6321929,307,156,5,3,1576,1476,3
3,180633,158909319,195035166,291311,2557,5,3,668727,668591,0
4,306199,31921687,163492208,288861,2717,4,4,1007500,1007365,0
2,125,8757,6318018,288,106,5,2,4217,4120,2
2,5826,157687068,99440254,413678,2467,5,2,667993,667857,0
3,110,14683,38019,452,116,5,4,3941,3843,2
3,69,9204,8952,63,56,5,3,498,419,3
3,122335,87162409,89149383,319572,2317,5,3,1001268,1001134,0
