Port Number,Received Packets,Received Bytes,Sent Bytes,Sent Packets,Port alive Duration (S),Packets Rx Dropped,Packets Tx Dropped,Packets Rx Errors,Packets Tx Errors,Delta Received Packets,Delta Received Bytes,Delta Sent Bytes,Delta Sent Packets,Delta Port alive Duration (S),Delta Packets Rx Dropped,Delta Packets Tx Dropped,Delta Packets Rx Errors,Delta Packets Tx Errors,Connection Point,Total Load/Rate,Total Load/Latest,Unknown Load/Rate,Unknown Load/Latest,Latest bytes counter,is_valid,Table ID,Active Flow Entries,Packets Looked Up,Packets Matched,Max Size,Label
3,180633,158909319,195035166,291311,2557,0,0,0,0,4,556,560,4,5,0,0,0,0,3,0,0,0,0,0,1,0,6,668727,668591,-1,0
4,306199,31921687,163492208,288861,2717,0,0,0,0,2,278,3414,47,4,0,0,0,0,4,0,0,0,0,0,1,0,6,1007500,1007365,-1,0
2,125,8757,6318018,288,106,0,0,0,0,0,0,560,4,5,0,0,0,0,2,0,0,0,0,0,1,0,8,4217,4120,-1,2
2,5826,157687068,99440254,413678,2467,0,0,0,0,0,0,560,4,5,0,0,0,0,2,0,0,0,0,0,1,0,6,667993,667857,-1,0
3,110,14683,38019,452,116,0,0,0,0,4,560,556,4,5,0,0,0,0,4,513,85050,513,85050,513,1,0,7,3941,3843,-1,2
3,69,9204,8952,63,56,0,0,0,0,5,598,556,4,5,0,0,0,0,3,0,0,0,0,0,1,0,6,498,419,-1,3
3,122335,87162409,89149383,319572,2317,0,0,0,0,2,278,556,4,5,0,0,0,0,3,0,0,0,0,0,1,0,6,1001268,1001134,-1,0
1,1535,18979974,67086893,246515,1205,0,0,0,0,0,0,322,3,5,0,0,0,0,1,0,0,0,0,0,1,0,4,646523,646399,-1,0
1,5151,101017374,142954627,250954,2610,0,0,0,0,0,0,630,5,4,0,0,0,0,1,0,0,0,0,0,1,0,4,663769,663634,-1,0
1,2098,31601563,79724108,247188,1380,0,0,0,0,55,3907,4070929,108,5,0,0,0,0,1,420163,6303287,420163,6303287,420163,1,0,6,648822,648698,-1,0
1,1283,37837044,22689532,238599,1160,0,0,0,0,89,3414019,4203,55,5,0,0,0,0,1,377,7285,377,7285,377,1,0,6,509619,509538,-1,0
3,416,6328981,6329462,428,146,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,1,0,5,3696,3591,-1,2
4,350196,14878228,101355768,159532,2920,0,0,0,0,4,556,560,4,4,0,0,0,0,4,0,0,0,0,0,1,0,6,667483,667348,-1,0
3,112,15527,15761,119,126,0,0,0,0,3,348,278,2,5,0,0,0,0,3,0,0,0,0,0,1,0,6,133586,133501,-1,3
4,349066,14721987,31814954,155822,1195,0,0,0,0,4,556,560,4,5,0,0,0,0,4,0,0,0,0,0,1,0,4,646502,646378,-1,0
1,6473,120089238,88598650,5990,2507,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,1,0,4,22567,22328,-1,4
2,749,18925951,12654673,860,236,0,0,0,0,0,0,556,4,5,0,0,0,0,2,0,0,0,0,0,1,0,6,3412,3315,-1,3
3,121236,68187470,82765970,318601,1777,0,0,0,0,4,556,278,2,5,0,0,0,0,3,630328,6303287,630328,6303287,630328,1,0,8,994980,994856,-1,0
1,182441,89693671,12744128,300362,2260,0,0,0,0,4,556,598,5,5,0,0,0,0,2,0,0,0,0,0,1,0,6,962126,961983,-1,0
1,178103,13837842,12624908,299499,950,0,0,0,0,2,278,556,4,5,0,0,0,0,2,0,0,0,0,0,1,0,4,949670,949545,-1,0
2,186665,39456651,36683041,120840,2100,0,0,0,0,5,602,602,5,4,0,0,0,0,2,0,0,0,0,0,1,0,6,514285,514200,-1,0
2,132,17560,17560,132,141,0,0,0,0,4,560,560,4,5,0,0,0,0,2,0,0,0,0,0,1,0,4,270,208,-1,3
3,553,12627849,29434,329,106,0,0,0,0,40,3207,556,4,5,0,0,0,0,3,0,7681,0,7681,0,1,0,10,3981,3895,-1,2
1,319507,164583117,133355330,321124,2937,0,0,0,0,0,0,556,4,4,0,0,0,0,1,0,0,0,0,0,1,0,7,1010310,1010175,-1,0
1,6862,138883843,187718117,416212,2977,0,0,0,0,0,0,280,2,5,0,0,0,0,1,0,0,0,0,0,1,0,6,675562,675425,-1,0
2,763,18926932,12647419,811,146,0,0,0,0,45,3266,2758224,78,5,0,0,0,0,2,0,0,0,0,0,1,0,6,2136,2033,-1,3
1,2340,50492776,50679888,3690,2066,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,1,0,4,8325,8244,-1,1
1,180176,45468945,12687511,299955,1640,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,1,0,4,956842,956710,-1,0
1,2254,44195154,74009477,410463,1527,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,7483,0,7483,0,1,0,6,652728,652602,-1,0
4,225516,37381859,30531,231,281,0,0,0,0,5446,294254,280,2,5,0,0,0,0,5,407038,6303306,407038,6303306,407038,1,0,10,451943,451833,-1,3
4,1478,25296490,18978676,1111,601,0,0,0,0,79,2889216,278,2,5,0,0,0,0,4,0,0,0,0,0,1,0,6,4612,4501,-1,1
1,4804,88410587,142930403,250670,2510,0,0,0,0,0,0,280,2,5,0,0,0,0,1,0,0,0,0,0,1,0,4,663007,662872,-1,0
2,466,12622633,30762,339,126,0,0,0,0,4,560,280,2,4,0,0,0,0,2,0,0,0,0,0,1,0,6,3972,3916,-1,2
4,349773,14782295,40469501,212008,1397,0,0,0,0,2,278,560,4,5,0,0,0,0,4,0,0,0,0,0,1,0,6,650710,650584,-1,0
2,286089,119235437,25558668,305539,2150,0,0,0,0,5,598,320,3,5,0,0,0,0,4,0,6303351,0,6303351,0,1,0,5,960974,960835,-1,0
3,2528,31711476,12843256,2618,1746,0,0,0,0,4,556,556,4,5,0,0,0,0,3,735,7351,735,7351,735,1,0,8,12256,12136,-1,1
3,180508,171469072,75892298,154543,2260,0,0,0,0,5,598,560,4,5,0,0,0,0,3,0,0,0,0,0,1,0,6,659381,659246,-1,0
1,10574,202187394,299248,2183,3267,0,0,0,0,79,5360,278,2,5,0,0,0,0,3,508,6348,508,6348,508,1,0,5,18721,18476,-1,4
4,305663,25576244,138199523,287268,2337,0,0,0,0,4,556,4536,64,4,0,0,0,0,4,337,3378,337,3378,337,1,0,5,1001356,1001222,-1,0
2,3501,82029657,86683834,411611,1797,0,0,0,0,0,0,560,4,4,0,0,0,0,2,0,0,0,0,0,1,0,8,656798,656672,-1,0
3,121439,68207735,82785984,318798,1917,0,0,0,0,2,278,556,4,5,0,0,0,0,3,0,0,0,0,0,1,0,4,996156,996032,-1,0
2,187754,45842688,55631846,121636,2520,0,0,0,0,2,280,280,2,4,0,0,0,0,2,0,0,0,0,0,1,0,4,518825,518737,-1,0
1,316852,101486054,82782303,318137,2157,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,1,0,8,998450,998320,-1,0
1,149,20120,20204,151,171,0,0,0,0,4,556,556,4,4,0,0,0,0,1,0,0,0,0,0,1,0,7,4062,3957,-1,2
2,3420,75732649,86147155,248623,2100,0,0,0,0,0,0,560,4,5,0,0,0,0,2,0,0,0,0,0,1,0,6,657922,657791,-1,0
4,193,18823,6315587,265,86,0,0,0,0,105,7048,322,3,5,0,0,0,0,4,0,0,0,0,0,1,0,10,76672,76579,-1,3
1,4327,107252211,85938510,242511,2580,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,1,0,6,519359,519271,-1,0
1,180614,58088309,12700063,300046,1780,0,0,0,0,2,278,556,4,5,0,0,0,0,2,0,0,0,0,0,1,0,5,957953,957821,-1,0
4,352752,46518501,97456141,216198,3027,0,0,0,0,2,278,560,4,4,0,0,0,0,4,0,0,0,0,0,1,0,6,676516,676379,-1,0
2,601,12632870,6328978,420,146,0,0,0,0,5,626,626,5,5,0,0,0,0,2,0,0,0,0,0,1,0,4,1255,1151,-1,3
2,3209,190066,25234438,855,176,0,0,0,0,91,5084,278,2,4,0,0,0,0,2,0,0,0,0,0,1,0,5,4329,4225,-1,2
1,227,15773,12630374,524,206,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,1,0,4,2266,2169,-1,3
1,307,6312665,16318079,237653,830,0,0,0,0,0,0,280,2,4,0,0,0,0,1,0,0,0,0,0,1,0,6,507293,507217,-1,0
1,4760,100990411,127202019,413437,2277,0,0,0,0,61,4046,2627362,82,5,0,0,0,0,1,197037,1970378,197037,1970378,197037,1,0,8,665153,665018,-1,0
2,511,6344595,6360679,746,386,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,1,0,5,2161,2051,-1,1
3,1470,19027413,25362793,2114,1172,0,0,0,0,3,348,278,2,5,0,0,0,0,4,0,0,0,0,0,1,0,6,9329,9132,-1,4
2,190,24946,33417,312,226,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,0,0,0,0,1,0,4,1847,1745,-1,3
1,2079,37891661,73999960,410339,1507,0,0,0,0,0,0,280,2,5,0,0,0,0,1,0,0,0,0,0,1,0,4,652407,652281,-1,0
3,124631,125102651,133377487,321818,3057,0,0,0,0,4,556,278,2,5,0,0,0,0,3,0,0,0,0,0,1,0,8,1012574,1012439,-1,0
3,123341,106116932,103631412,320346,2557,0,0,0,0,4,556,1839738,64,5,0,0,0,0,3,0,0,0,0,0,1,0,5,1005749,1005614,-1,0
3,1750,19044653,19043403,1727,1081,0,0,0,0,2,278,278,2,5,0,0,0,0,3,0,0,0,0,0,1,0,4,6434,6316,-1,1
1,4014,75773377,117660225,249453,2070,0,0,0,0,0,0,280,2,5,0,0,0,0,1,0,0,0,0,0,1,0,4,657579,657448,-1,0
4,305637,25572630,134515351,287087,2297,0,0,0,0,4,556,2627146,81,4,0,0,0,0,4,0,0,0,0,0,1,0,8,1001053,1000919,-1,0
1,76621,10445417,18342,139,151,0,0,0,0,5386,291014,278,2,5,0,0,0,0,1,0,0,0,0,0,1,0,5,77032,76928,-1,3
1,316407,93066719,70130437,317396,1767,0,0,0,0,114,4202042,5446,80,5,0,0,0,0,1,0,0,0,0,0,1,0,8,994679,994555,-1,0
1,4774,88408331,141875605,250609,2470,0,0,0,0,77,5102,5252548,141,5,0,0,0,0,1,0,0,0,0,0,1,0,8,662585,662450,-1,0
1,3117,63129525,82226010,4871,2232,0,0,0,0,0,0,280,2,5,0,0,0,0,1,0,6303287,0,6303287,0,1,0,606,15246,15116,-1,1
1,4589,88395804,130305611,250194,2310,0,0,0,0,0,0,560,4,4,0,0,0,0,1,0,0,0,0,0,1,0,10,660288,660153,-1,0
4,6282,119262644,69631741,4619,2366,0,0,0,0,149,5515364,556,4,4,0,0,0,0,4,0,0,0,0,0,1,0,10,17021,16894,-1,1
4,304233,19124170,43344787,281149,967,0,0,0,0,4,556,5908704,150,5,0,0,0,0,4,590767,12211850,590767,12211850,590767,1,0,8,982931,982815,-1,0
1,1234,166275,50678045,3851,1786,0,0,0,0,4,556,556,4,5,0,0,0,0,1,0,0,0,0,0,1,0,505,13801,13670,-1,1
1,528,6327817,18939190,805,166,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,1,0,6,160401,160298,-1,3
1,5656,76016697,164226141,7946,2856,0,0,0,0,4,556,556,4,5,0,0,0,0,1,0,0,0,0,0,1,0,5,19439,19306,-1,1
2,185298,26747177,23996387,119806,1390,0,0,0,0,4,560,560,4,5,0,0,0,0,2,0,0,0,0,0,1,0,4,510775,510694,-1,0
1,517,6327138,29223358,245043,905,0,0,0,0,0,0,602,5,5,0,0,0,0,1,0,0,0,0,0,1,0,4,643323,643207,-1,0
1,46222,2504813,8451973,39766,116,0,0,0,0,4,556,556,4,5,0,0,0,0,1,0,0,0,0,0,1,0,6,86381,86284,-1,3
2,1388,37858785,25259263,1146,281,0,0,0,0,2,278,278,2,4,0,0,0,0,2,0,0,0,0,0,1,0,5,2951,2833,-1,3
3,161,21326,23956393,94197,181,0,0,0,0,4,560,302093,5570,5,0,0,0,0,4,0,0,0,0,0,1,0,6,94673,94556,-1,3
1,318536,141054501,114387663,320001,2587,0,0,0,0,57,1707912,3942,55,5,0,0,0,0,1,0,0,0,0,0,1,0,8,1006310,1006175,-1,0
2,188,6304574,25249,242,146,0,0,0,0,0,0,602,5,4,0,0,0,0,2,0,0,0,0,0,1,0,6,2058,1961,-1,3
4,349996,14850428,82409389,158692,2610,0,0,0,0,4,556,560,4,4,0,0,0,0,4,0,0,0,0,0,1,0,4,663769,663634,-1,0
4,23864,1298271,13882373,23855,66,0,0,0,0,41,3416,1839608,59,5,0,0,0,0,4,0,0,0,0,0,1,0,12,48072,47982,-1,3
2,138,18988,19072,140,161,0,0,0,0,2,280,280,2,5,0,0,0,0,2,0,0,0,0,0,1,0,4,284,220,-1,2
2,284314,93918892,25494567,305022,1520,0,0,0,0,2,278,556,4,5,0,0,0,0,4,0,0,0,0,0,1,0,4,955685,955553,-1,0
2,884,18935252,18961123,1070,251,0,0,0,0,0,0,278,2,5,0,0,0,0,2,0,0,0,0,0,1,0,6,3200,3104,-1,3
2,186724,39464813,36691203,120899,2190,0,0,0,0,4,560,560,4,5,0,0,0,0,2,0,0,0,0,0,1,0,6,515300,515215,-1,0
3,858,12655131,12642452,678,246,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,1,0,6,4206,4103,-1,3
4,266,6315556,12063,91,86,0,0,0,0,3,320,320,3,5,0,0,0,0,4,0,0,0,0,0,1,0,4,567,477,-1,2
1,6862,138883843,187723717,416252,3037,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,1,0,6,676534,676397,-1,0
4,349192,14738919,38135365,156121,1380,0,0,0,0,4,556,560,4,5,0,0,0,0,4,0,0,0,0,0,1,0,6,648822,648698,-1,0
2,285,6318108,14507,103,116,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,1,0,5,897,794,-1,2
3,3608,56931420,44323217,3217,1306,0,0,0,0,111,4202195,4731,63,5,0,0,0,0,3,0,0,0,0,0,1,0,6,11774,11653,-1,1
3,92084,17577722,23675635,88478,176,0,0,0,0,5076,274274,274274,5076,5,0,0,0,0,3,0,0,0,0,0,1,0,8,181273,181175,-1,3
4,304490,19150375,55989355,281924,1157,0,0,0,0,4,556,6172,91,5,0,0,0,0,4,516,5160,516,5160,516,1,0,6,985285,985162,-1,0
3,179342,133636068,138219634,288786,2157,0,0,0,0,4,556,560,4,4,0,0,0,0,3,0,0,0,0,0,1,0,8,662475,662344,-1,0
3,122341,87163243,89150217,319578,2327,0,0,0,0,2,278,556,4,5,0,0,0,0,3,0,0,0,0,0,1,0,4,1001286,1001152,-1,0
2,3649,69456701,116259417,416475,1747,0,0,0,0,74,4904,4202664,119,4,0,0,0,0,2,0,0,0,0,0,1,0,10,994351,994227,-1,0
4,304895,25477205,68655388,283022,1327,0,0,0,0,5,598,5596,83,5,0,0,0,0,4,0,0,0,0,0,1,0,8,987979,987855,-1,0
1,118,16268,16352,120,131,0,0,0,0,5,759,759,5,5,0,0,0,0,1,0,0,0,0,0,1,0,9,4966,4852,-1,2
1,884,94151,68440,505,742,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,1,0,4,3873,3746,-1,1
3,177417,114603851,44309114,153151,1620,0,0,0,0,124,4858267,280,2,5,0,0,0,0,3,0,0,0,0,0,1,0,6,651743,651619,-1,0
2,6952,126307000,213874300,420932,2897,0,0,0,0,34,2264,789578,40,4,0,0,0,0,2,0,0,0,0,0,1,0,7,1009224,1009089,-1,0
3,119880,42912081,63793662,317414,1417,0,0,0,0,4,556,278,2,4,0,0,0,0,3,0,0,0,0,0,1,0,7,990042,989918,-1,0
1,354,24437,36087915,408295,1007,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,1,0,4,644038,643918,-1,0
1,2032,44180199,44349031,3253,1887,0,0,0,0,98,3807828,4197,55,4,0,0,0,0,1,0,0,0,0,0,1,0,6,6509,6433,-1,1
1,4451,111848129,85951996,242650,2670,0,0,0,0,124,4595918,5926,85,5,0,0,0,0,1,0,0,0,0,0,1,0,7,519849,519761,-1,0
2,3575,69451797,112056197,416352,1737,0,0,0,0,0,0,278,2,4,0,0,0,0,2,0,0,0,0,0,1,0,8,994045,993921,-1,0
1,4735,101051727,140349,1040,1502,0,0,0,0,83,3282570,556,4,5,0,0,0,0,3,0,0,0,0,0,1,0,5,8789,8568,-1,4
1,4937,93400315,142939343,250776,2550,0,0,0,0,133,4989728,5580,82,5,0,0,0,0,1,0,0,0,0,0,1,0,6,663293,663158,-1,0
2,188612,64792166,61966913,122036,2870,0,0,0,0,2,280,280,2,4,0,0,0,0,2,0,0,0,0,0,1,0,6,521426,521338,-1,0
2,148,19302,26990,256,161,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,0,0,0,0,1,0,7,983,917,-1,3
1,1112,18951124,31696620,2361,1687,0,0,0,0,0,0,280,2,4,0,0,0,0,1,0,0,0,0,0,1,0,6,9348,9222,-1,1
1,177793,13811798,12614968,299424,840,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,1,0,4,948743,948619,-1,0
3,4163,19123073,6342859,575,216,0,0,0,0,95,5300,278,2,5,0,0,0,0,3,0,0,0,0,0,1,0,5,5208,5092,-1,2
3,180722,160621679,195047137,291452,2607,0,0,0,0,61,1708468,560,4,4,0,0,0,0,3,0,0,0,0,0,1,0,6,669211,669075,-1,0
1,850,6345384,8952,63,56,0,0,0,0,103,5890,556,4,5,0,0,0,0,1,0,0,0,0,0,1,0,8,1756,1658,-1,2
4,349178,14723399,27810777,211171,997,0,0,0,0,2,278,560,4,5,0,0,0,0,4,0,0,0,0,0,1,0,4,644017,643898,-1,0
1,2029,56762700,35389023,239785,1930,0,0,0,0,0,0,280,2,5,0,0,0,0,1,0,0,0,0,0,1,0,5,513138,513056,-1,0
3,121686,74521240,82803073,318975,2027,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,1,0,4,996931,996804,-1,0
2,2650,63096755,60886174,247468,1760,0,0,0,0,131,5251799,5440,76,5,0,0,0,0,2,1542,15426,1542,15426,1542,1,0,8,653174,653050,-1,0
1,313,6322164,18646,137,156,0,0,0,0,4,556,598,5,5,0,0,0,0,1,0,0,0,0,0,1,0,6,6194,6094,-1,2
1,1995,31594468,73419347,247005,1365,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,1,0,4,648522,648398,-1,0
1,3389,75730783,69633063,4913,2397,0,0,0,0,0,0,280,2,5,0,0,0,0,1,0,6972,0,6972,0,1,0,6,17191,17059,-1,1
3,183682,209469042,113808522,156491,2990,0,0,0,0,2,278,560,4,5,0,0,0,0,3,0,0,0,0,0,1,0,4,668190,668055,-1,0
2,3985,88354159,98261245,249300,2290,0,0,0,0,108,7148,5777760,155,5,0,0,0,0,2,0,0,0,0,0,1,0,6,659692,659557,-1,0
2,878,102796,19028256,1612,947,0,0,0,0,4,556,3020765,84,5,0,0,0,0,2,0,0,0,0,0,1,0,5,4062,3938,-1,1
2,287,6311345,6325657,396,111,0,0,0,0,89,3414018,3525,47,5,0,0,0,0,2,0,0,0,0,0,1,0,11,104064,103966,-1,3
3,13511,271591638,38182576,4182,3307,0,0,0,0,4,556,556,4,5,0,0,0,0,4,0,0,0,0,0,1,0,5,32484,32239,-1,4
1,316640,101471468,70163535,317703,2027,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,1,0,4,996931,996804,-1,0
1,65430,9830701,16141866,65606,126,0,0,0,0,5063,274171,3029137,5098,5,0,0,0,0,1,0,0,0,0,0,1,0,8,131811,131753,-1,3
4,352734,46515999,97453341,216178,2997,0,0,0,0,4,556,560,4,4,0,0,0,0,4,801,8011,801,8011,801,1,0,8,675907,675770,-1,0
2,548,18912052,17359021,412245,777,0,0,0,0,0,0,556,4,5,0,0,0,0,2,0,0,0,0,0,1,0,4,979897,979781,-1,0
1,756,18926438,22649392,238150,960,0,0,0,0,0,0,280,2,5,0,0,0,0,1,0,0,0,0,0,1,0,5,508507,508430,-1,0
1,240,16640,29775259,408050,907,0,0,0,0,1,70,560,4,5,0,0,0,0,1,0,0,0,0,0,1,0,6,642421,642302,-1,0
1,1994,50469106,31771742,3178,2096,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,1,0,6,13761,13635,-1,1
4,304981,25488965,87602306,283989,1457,0,0,0,0,5,598,320,3,5,0,0,0,0,4,0,0,0,0,0,1,0,6,990407,990283,-1,0
1,3415,82017768,69701670,5265,3027,0,0,0,0,0,0,560,4,5,0,0,0,0,2,0,0,0,0,0,1,0,7,12074,11907,-1,4
1,589,40517,48705979,408724,1127,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,1,0,6,645701,645577,-1,0
2,284346,93923340,25499015,305054,1570,0,0,0,0,2,278,556,4,5,0,0,0,0,4,715,7153,715,7153,715,1,0,5,956206,956074,-1,0
3,124223,112487585,133354113,321537,2967,0,0,0,0,4,556,278,2,5,0,0,0,0,3,0,6303419,0,6303419,0,1,0,10,1010958,1010823,-1,0
2,128,8940,6316436,270,96,0,0,0,0,0,0,280,2,5,0,0,0,0,2,0,0,0,0,0,1,0,6,1461,1364,-1,3
1,315717,76242183,57483613,316608,1547,0,0,0,0,0,0,278,2,5,0,0,0,0,1,0,0,0,0,0,1,0,6,991817,991693,-1,0
3,109,14477,2707120,49946,111,0,0,0,0,2,280,278,2,5,0,0,0,0,3,0,0,0,0,0,1,0,5,50264,50167,-1,3
3,176668,95669878,44285383,152926,1440,0,0,0,0,112,4333187,4928,66,4,0,0,0,0,3,436,7548,436,7548,436,1,0,6,649793,649669,-1,0
2,1035,25237083,36118805,408738,1017,0,0,0,0,0,0,280,2,5,0,0,0,0,2,0,0,0,0,0,1,0,4,644062,643942,-1,0
4,267,27891,12634825,612,171,0,0,0,0,4,556,560,4,5,0,0,0,0,4,0,0,0,0,0,1,0,4,2167,2072,-1,3
3,123703,106151822,127033662,321240,2777,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,1,0,6,1008352,1008217,-1,0
4,349161,14734707,38131123,156090,1335,0,0,0,0,2,278,280,2,5,0,0,0,0,4,0,0,0,0,0,1,0,8,648465,648341,-1,0
2,2476,56793328,60877514,247348,1750,0,0,0,0,131,5251818,5440,76,4,0,0,0,0,2,0,0,0,0,0,1,0,6,652868,652744,-1,0
1,200,19164,39333,605,76,0,0,0,0,55,4199,5578,97,5,0,0,0,0,1,507,27918,507,27918,507,1,0,6,957,865,-1,2
4,351920,40148126,91062812,215037,2547,0,0,0,0,2,278,560,4,5,0,0,0,0,4,0,0,0,0,0,1,0,6,668539,668403,-1,0
1,3996,94639502,82346592,5995,3307,0,0,0,0,2,148,560,4,5,0,0,0,0,2,0,0,0,0,0,1,0,8,13576,13405,-1,4
1,52657,2854230,2845233,52523,91,0,0,0,0,11273,609082,609082,11273,5,0,0,0,0,1,0,0,0,0,0,1,0,7,105363,105268,-1,3
3,181717,196729847,88545620,155393,2520,0,0,0,0,4,556,560,4,5,0,0,0,0,3,0,0,0,0,0,1,0,4,663025,662890,-1,0
2,270,6316685,13117,93,101,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,1,0,5,549,450,-1,2
2,3046,69410146,69706106,5216,3217,0,0,0,0,141,6038618,5968,86,5,0,0,0,0,3,0,7668,0,7668,0,1,0,8,25179,24950,-1,4
2,3143,50636866,50700120,4063,1926,0,0,0,0,4,560,560,4,5,0,0,0,0,2,0,0,0,0,0,1,0,6,9765,9687,-1,1
2,412,39941,12631042,529,211,0,0,0,0,4,560,560,4,4,0,0,0,0,2,0,0,0,0,0,1,0,6,1795,1735,-1,2
4,4823,82178097,63263635,3822,1886,0,0,0,0,80,5592,556,4,5,0,0,0,0,4,0,0,0,0,0,1,0,9,13461,13341,-1,1
1,4501,113555638,85955093,242686,2680,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,1,0,6,519945,519857,-1,0
1,572,12622383,12651661,808,256,0,0,0,0,0,0,759,5,5,0,0,0,0,1,0,0,0,0,0,1,0,4,4047,3941,-1,3
2,6481,165072219,124693942,414737,2797,0,0,0,0,42,1051562,2874,41,4,0,0,0,0,2,245,2454,245,2454,245,1,0,6,671838,671701,-1,0
2,184792,20405449,23965293,119579,1050,0,0,0,0,2,280,280,2,5,0,0,0,0,2,0,0,0,0,0,1,0,6,509195,509115,-1,0
4,6798,120099726,31813980,3381,2726,0,0,0,0,4,556,556,4,5,0,0,0,0,4,0,0,0,0,0,1,0,4,18058,17930,-1,1
1,2028,56762630,35369983,239649,1720,0,0,0,0,0,0,280,2,4,0,0,0,0,1,0,0,0,0,0,1,0,4,512292,512211,-1,0
2,113,15005,14963,112,116,0,0,0,0,4,560,560,4,5,0,0,0,0,2,0,0,0,0,0,1,0,6,107447,107390,-1,3
4,351876,40142010,91056372,214991,2477,0,0,0,0,4,556,280,2,5,0,0,0,0,4,0,0,0,0,0,1,0,4,668011,667875,-1,0
1,3525,75740246,82252118,5152,2407,0,0,0,0,0,0,556,4,4,0,0,0,0,1,0,0,0,0,0,1,0,404,10235,10155,-1,1
1,589,40517,48710501,408757,1177,0,0,0,0,0,0,560,4,4,0,0,0,0,1,0,0,0,0,0,1,0,8,646595,646470,-1,0
2,620,6348611,29509,211,276,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,1,0,6,2965,2854,-1,3
2,2540,63089222,61403714,410274,1307,0,0,0,0,0,0,560,4,4,0,0,0,0,2,0,7087,0,7087,0,1,0,6,649755,649629,-1,0
2,2865,63111537,73507520,247919,1920,0,0,0,0,0,0,560,4,5,0,0,0,0,2,0,0,0,0,0,1,0,6,655750,655625,-1,0
1,2029,56762700,35375583,239689,1780,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,1,0,4,512545,512463,-1,0
2,69,9232,17171,183,61,0,0,0,0,3,348,278,2,5,0,0,0,0,2,0,0,0,0,0,1,0,6,1562,1474,-1,2
2,3387,82021837,80372287,411379,1707,0,0,0,0,0,0,602,5,5,0,0,0,0,2,0,0,0,0,0,1,0,4,655172,655046,-1,0
1,318998,158256690,114421814,320383,2757,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,1,0,7,1008251,1008116,-1,0
3,177036,101992508,44297143,153010,1570,0,0,0,0,4,556,560,4,5,0,0,0,0,3,0,0,0,0,0,1,0,6,651081,650957,-1,0
3,1863,19075429,38009667,2734,1621,0,0,0,0,2,278,560,4,5,0,0,0,0,4,0,0,0,0,0,1,0,4,11364,11150,-1,4
4,348679,14680226,21487704,210846,787,0,0,0,0,4,556,560,4,5,0,0,0,0,4,630328,6303287,630328,6303287,630328,1,0,6,641357,641239,-1,0
2,75216,16660806,18394,131,156,0,0,0,0,5336,2517725,556,4,5,0,0,0,0,2,0,0,0,0,0,1,0,6,150880,150776,-1,3
4,348621,14672746,15169476,210508,707,0,0,0,0,4,556,4989558,127,4,0,0,0,0,5,0,0,0,0,0,1,0,8,640633,640515,-1,0
2,286672,125572039,25569294,305613,2260,0,0,0,0,118,8052,598,5,5,0,0,0,0,4,0,0,0,0,0,1,0,6,962126,961983,-1,0
2,2673,156248,19784,141,171,0,0,0,0,94,5416,556,4,5,0,0,0,0,3,0,0,0,0,0,1,0,5,4192,4093,-1,2
2,2548,12736797,153991,2550,156,0,0,0,0,97,5578,5578,97,5,0,0,0,0,2,464,110430,464,110430,464,1,0,6,5086,5024,-1,2
3,3103,44314952,50627225,3429,1296,0,0,0,0,4,560,556,4,5,0,0,0,0,3,0,0,0,0,0,1,0,5,10037,9906,-1,1
